Name,Height,Weight,Base Experience,Abilities,Types,HP,Attack,Defense,Special Attack,Special Defense,Speed
Dwebble,3,145,65,"['sturdy', 'shell-armor', 'weak-armor']","['bug', 'rock']",50,65,85,35,35,55
Crustle,14,2000,170,"['sturdy', 'shell-armor', 'weak-armor']","['bug', 'rock']",70,105,125,65,75,45
Scraggy,6,118,70,"['shed-skin', 'moxie', 'intimidate']","['dark', 'fighting']",50,75,70,35,70,48
Scrafty,11,300,171,"['shed-skin', 'moxie', 'intimidate']","['dark', 'fighting']",65,90,115,45,115,58
Sigilyph,14,140,172,"['wonder-skin', 'magic-guard', 'tinted-lens']","['psychic', 'flying']",72,58,80,103,80,97
Yamask,5,15,61,['mummy'],['ghost'],38,30,85,55,65,30
Cofagrigus,17,765,169,['mummy'],['ghost'],58,50,145,95,105,30
Tirtouga,7,165,71,"['solid-rock', 'sturdy', 'swift-swim']","['water', 'rock']",54,78,103,53,45,22
Carracosta,12,810,173,"['solid-rock', 'sturdy', 'swift-swim']","['water', 'rock']",74,108,133,83,65,32
Archen,5,95,71,['defeatist'],"['rock', 'flying']",55,112,45,74,45,70
Archeops,14,320,177,['defeatist'],"['rock', 'flying']",75,140,65,112,65,110
Trubbish,6,310,66,"['stench', 'sticky-hold', 'aftermath']",['poison'],50,50,62,40,62,65
Garbodor,19,1073,166,"['stench', 'weak-armor', 'aftermath']",['poison'],80,95,82,60,82,75
Zorua,7,125,66,['illusion'],['dark'],40,65,40,80,40,65
Zoroark,16,811,179,['illusion'],['dark'],60,105,60,120,60,105
Minccino,4,58,60,"['cute-charm', 'technician', 'skill-link']",['normal'],55,50,40,40,40,75
Cinccino,5,75,165,"['cute-charm', 'technician', 'skill-link']",['normal'],75,95,60,65,60,115
Gothita,4,58,58,"['frisk', 'competitive', 'shadow-tag']",['psychic'],45,30,50,55,65,45
Gothorita,7,180,137,"['frisk', 'competitive', 'shadow-tag']",['psychic'],60,45,70,75,85,55
Gothitelle,15,440,221,"['frisk', 'competitive', 'shadow-tag']",['psychic'],70,55,95,95,110,65
Solosis,3,10,58,"['overcoat', 'magic-guard', 'regenerator']",['psychic'],45,30,40,105,50,20
Duosion,6,80,130,"['overcoat', 'magic-guard', 'regenerator']",['psychic'],65,40,50,125,60,30
Reuniclus,10,201,221,"['overcoat', 'magic-guard', 'regenerator']",['psychic'],110,65,75,125,85,30
Ducklett,5,55,61,"['keen-eye', 'big-pecks', 'hydration']","['water', 'flying']",62,44,50,44,50,55
Swanna,13,242,166,"['keen-eye', 'big-pecks', 'hydration']","['water', 'flying']",75,87,63,87,63,98
Vanillite,4,57,61,"['ice-body', 'snow-cloak', 'weak-armor']",['ice'],36,50,50,65,60,44
Vanillish,11,410,138,"['ice-body', 'snow-cloak', 'weak-armor']",['ice'],51,65,65,80,75,59
Vanilluxe,13,575,241,"['ice-body', 'snow-warning', 'weak-armor']",['ice'],71,95,85,110,95,79
Deerling,6,195,67,"['chlorophyll', 'sap-sipper', 'serene-grace']","['normal', 'grass']",60,60,50,40,50,75
Sawsbuck,19,925,166,"['chlorophyll', 'sap-sipper', 'serene-grace']","['normal', 'grass']",80,100,70,60,70,95
Emolga,4,50,150,"['static', 'motor-drive']","['electric', 'flying']",55,75,60,75,60,103
Karrablast,5,59,63,"['swarm', 'shed-skin', 'no-guard']",['bug'],50,75,45,40,45,60
Escavalier,10,330,173,"['swarm', 'shell-armor', 'overcoat']","['bug', 'steel']",70,135,105,60,105,20
Foongus,2,10,59,"['effect-spore', 'regenerator']","['grass', 'poison']",69,55,45,55,55,15
Amoonguss,6,105,162,"['effect-spore', 'regenerator']","['grass', 'poison']",114,85,70,85,80,30
Frillish,12,330,67,"['water-absorb', 'cursed-body', 'damp']","['water', 'ghost']",55,40,50,65,85,40
Jellicent,22,1350,168,"['water-absorb', 'cursed-body', 'damp']","['water', 'ghost']",100,60,70,85,105,60
Alomomola,12,316,165,"['healer', 'hydration', 'regenerator']",['water'],165,75,80,40,45,65
Joltik,1,6,64,"['compound-eyes', 'unnerve', 'swarm']","['bug', 'electric']",50,47,50,57,50,65
Galvantula,8,143,165,"['compound-eyes', 'unnerve', 'swarm']","['bug', 'electric']",70,77,60,97,60,108
Ferroseed,6,188,61,['iron-barbs'],"['grass', 'steel']",44,50,91,24,86,10
Ferrothorn,10,1100,171,"['iron-barbs', 'anticipation']","['grass', 'steel']",74,94,131,54,116,20
Klink,3,210,60,"['plus', 'minus', 'clear-body']",['steel'],40,55,70,45,60,30
Klang,6,510,154,"['plus', 'minus', 'clear-body']",['steel'],60,80,95,70,85,50
Klinklang,6,810,234,"['plus', 'minus', 'clear-body']",['steel'],60,100,115,70,85,90
Tynamo,2,3,55,['levitate'],['electric'],35,55,40,45,40,60
Eelektrik,12,220,142,['levitate'],['electric'],65,85,70,75,70,40
Eelektross,21,805,232,['levitate'],['electric'],85,115,80,105,80,50
Elgyem,5,90,67,"['telepathy', 'synchronize', 'analytic']",['psychic'],55,55,55,85,55,30
Beheeyem,10,345,170,"['telepathy', 'synchronize', 'analytic']",['psychic'],75,75,75,125,95,40
Litwick,3,31,55,"['flash-fire', 'flame-body', 'infiltrator']","['ghost', 'fire']",50,30,55,65,55,20
Lampent,6,130,130,"['flash-fire', 'flame-body', 'infiltrator']","['ghost', 'fire']",60,40,60,95,60,55
Chandelure,10,343,234,"['flash-fire', 'flame-body', 'infiltrator']","['ghost', 'fire']",60,55,90,145,90,80
Axew,6,180,64,"['rivalry', 'mold-breaker', 'unnerve']",['dragon'],46,87,60,30,40,57
Fraxure,10,360,144,"['rivalry', 'mold-breaker', 'unnerve']",['dragon'],66,117,70,40,50,67
Haxorus,18,1055,243,"['rivalry', 'mold-breaker', 'unnerve']",['dragon'],76,147,90,60,70,97
Cubchoo,5,85,61,"['snow-cloak', 'slush-rush', 'rattled']",['ice'],55,70,40,60,40,40
Beartic,26,2600,177,"['snow-cloak', 'slush-rush', 'swift-swim']",['ice'],95,130,80,70,80,50
Cryogonal,11,1480,180,['levitate'],['ice'],80,50,50,95,135,105
Shelmet,4,77,61,"['hydration', 'shell-armor', 'overcoat']",['bug'],50,40,85,40,65,25
Accelgor,8,253,173,"['hydration', 'sticky-hold', 'unburden']",['bug'],80,70,40,100,60,145
Stunfisk,7,110,165,"['static', 'limber', 'sand-veil']","['ground', 'electric']",109,66,84,81,99,32
Mienfoo,9,200,70,"['inner-focus', 'regenerator', 'reckless']",['fighting'],45,85,50,55,50,65
Mienshao,14,355,179,"['inner-focus', 'regenerator', 'reckless']",['fighting'],65,125,60,95,60,105
Druddigon,16,1390,170,"['rough-skin', 'sheer-force', 'mold-breaker']",['dragon'],77,120,90,60,90,48
Golett,10,920,61,"['iron-fist', 'klutz', 'no-guard']","['ground', 'ghost']",59,74,50,35,50,35
Golurk,28,3300,169,"['iron-fist', 'klutz', 'no-guard']","['ground', 'ghost']",89,124,80,55,80,55
Pawniard,5,102,68,"['defiant', 'inner-focus', 'pressure']","['dark', 'steel']",45,85,70,40,40,60
Bisharp,16,700,172,"['defiant', 'inner-focus', 'pressure']","['dark', 'steel']",65,125,100,60,70,70
Bouffalant,16,946,172,"['reckless', 'sap-sipper', 'soundproof']",['normal'],95,110,95,40,95,55
Rufflet,5,105,70,"['keen-eye', 'sheer-force', 'hustle']","['normal', 'flying']",70,83,50,37,50,60
Braviary,15,410,179,"['keen-eye', 'sheer-force', 'defiant']","['normal', 'flying']",100,123,75,57,75,80
Vullaby,5,90,74,"['big-pecks', 'overcoat', 'weak-armor']","['dark', 'flying']",70,55,75,45,65,60
Mandibuzz,12,395,179,"['big-pecks', 'overcoat', 'weak-armor']","['dark', 'flying']",110,65,105,55,95,80
Heatmor,14,580,169,"['gluttony', 'flash-fire', 'white-smoke']",['fire'],85,97,66,105,66,65
Durant,3,330,169,"['swarm', 'hustle', 'truant']","['bug', 'steel']",58,109,112,48,48,109
Deino,8,173,60,['hustle'],"['dark', 'dragon']",52,65,50,45,50,38
Zweilous,14,500,147,['hustle'],"['dark', 'dragon']",72,85,70,65,70,58
Hydreigon,18,1600,270,['levitate'],"['dark', 'dragon']",92,105,90,125,90,98
Larvesta,11,288,72,"['flame-body', 'swarm']","['bug', 'fire']",55,85,55,50,55,60
Volcarona,16,460,248,"['flame-body', 'swarm']","['bug', 'fire']",85,60,65,135,105,100
Cobalion,21,2500,261,['justified'],"['steel', 'fighting']",91,90,129,90,72,108
Terrakion,19,2600,261,['justified'],"['rock', 'fighting']",91,129,90,72,90,108
Virizion,20,2000,261,['justified'],"['grass', 'fighting']",91,90,72,90,129,108
Tornadus-Incarnate,15,630,261,"['prankster', 'defiant']",['flying'],79,115,70,125,80,111
Thundurus-Incarnate,15,610,261,"['prankster', 'defiant']","['electric', 'flying']",79,115,70,125,80,111
Reshiram,32,3300,306,['turboblaze'],"['dragon', 'fire']",100,120,100,150,120,90
Zekrom,29,3450,306,['teravolt'],"['dragon', 'electric']",100,150,120,120,100,90
Landorus-Incarnate,15,680,270,"['sand-force', 'sheer-force']","['ground', 'flying']",89,125,90,115,80,101
Kyurem,30,3250,297,['pressure'],"['dragon', 'ice']",125,130,90,130,90,95
Keldeo-Ordinary,14,485,261,['justified'],"['water', 'fighting']",91,72,90,129,90,108
Meloetta-Aria,6,65,270,['serene-grace'],"['normal', 'psychic']",100,77,77,128,128,90
Genesect,15,825,270,['download'],"['bug', 'steel']",71,120,95,120,95,99
Chespin,4,90,63,"['overgrow', 'bulletproof']",['grass'],56,61,65,48,45,38
Quilladin,7,290,142,"['overgrow', 'bulletproof']",['grass'],61,78,95,56,58,57
Chesnaught,16,900,239,"['overgrow', 'bulletproof']","['grass', 'fighting']",88,107,122,74,75,64
Fennekin,4,94,61,"['blaze', 'magician']",['fire'],40,45,40,62,60,60
Braixen,10,145,143,"['blaze', 'magician']",['fire'],59,59,58,90,70,73
Delphox,15,390,240,"['blaze', 'magician']","['fire', 'psychic']",75,69,72,114,100,104
Froakie,3,70,63,"['torrent', 'protean']",['water'],41,56,40,62,44,71
Frogadier,6,109,142,"['torrent', 'protean']",['water'],54,63,52,83,56,97
Greninja,15,400,239,"['torrent', 'protean']","['water', 'dark']",72,95,67,103,71,122
Bunnelby,4,50,47,"['pickup', 'cheek-pouch', 'huge-power']",['normal'],38,36,38,32,36,57
Diggersby,10,424,148,"['pickup', 'cheek-pouch', 'huge-power']","['normal', 'ground']",85,56,77,50,77,78
Fletchling,3,17,56,"['big-pecks', 'gale-wings']","['normal', 'flying']",45,50,43,40,38,62
Fletchinder,7,160,134,"['flame-body', 'gale-wings']","['fire', 'flying']",62,73,55,56,52,84
Talonflame,12,245,175,"['flame-body', 'gale-wings']","['fire', 'flying']",78,81,71,74,69,126
Scatterbug,3,25,40,"['shield-dust', 'compound-eyes', 'friend-guard']",['bug'],38,35,40,27,25,35
Spewpa,3,84,75,"['shed-skin', 'friend-guard']",['bug'],45,22,60,27,30,29
Vivillon,12,170,185,"['shield-dust', 'compound-eyes', 'friend-guard']","['bug', 'flying']",80,52,50,90,50,89
Litleo,6,135,74,"['rivalry', 'unnerve', 'moxie']","['fire', 'normal']",62,50,58,73,54,72
Pyroar,15,815,177,"['rivalry', 'unnerve', 'moxie']","['fire', 'normal']",86,68,72,109,66,106
Flabebe,1,1,61,"['flower-veil', 'symbiosis']",['fairy'],44,38,39,61,79,42
Floette,2,9,130,"['flower-veil', 'symbiosis']",['fairy'],54,45,47,75,98,52
Florges,11,100,248,"['flower-veil', 'symbiosis']",['fairy'],78,65,68,112,154,75
Skiddo,9,310,70,"['sap-sipper', 'grass-pelt']",['grass'],66,65,48,62,57,52
Gogoat,17,910,186,"['sap-sipper', 'grass-pelt']",['grass'],123,100,62,97,81,68
Pancham,6,80,70,"['iron-fist', 'mold-breaker', 'scrappy']",['fighting'],67,82,62,46,48,43
Pangoro,21,1360,173,"['iron-fist', 'mold-breaker', 'scrappy']","['fighting', 'dark']",95,124,78,69,71,58
Furfrou,12,280,165,['fur-coat'],['normal'],75,80,60,65,90,102
Espurr,3,35,71,"['keen-eye', 'infiltrator', 'own-tempo']",['psychic'],62,48,54,63,60,68
Meowstic-Male,6,85,163,"['keen-eye', 'infiltrator', 'prankster']",['psychic'],74,48,76,83,81,104
Honedge,8,20,65,['no-guard'],"['steel', 'ghost']",45,80,100,35,37,28
Doublade,8,45,157,['no-guard'],"['steel', 'ghost']",59,110,150,45,49,35
Aegislash-Shield,17,530,234,['stance-change'],"['steel', 'ghost']",60,50,140,50,140,60
Spritzee,2,5,68,"['healer', 'aroma-veil']",['fairy'],78,52,60,63,65,23
Aromatisse,8,155,162,"['healer', 'aroma-veil']",['fairy'],101,72,72,99,89,29
Swirlix,4,35,68,"['sweet-veil', 'unburden']",['fairy'],62,48,66,59,57,49
Slurpuff,8,50,168,"['sweet-veil', 'unburden']",['fairy'],82,80,86,85,75,72
Inkay,4,35,58,"['contrary', 'suction-cups', 'infiltrator']","['dark', 'psychic']",53,54,53,37,46,45
Malamar,15,470,169,"['contrary', 'suction-cups', 'infiltrator']","['dark', 'psychic']",86,92,88,68,75,73
Binacle,5,310,61,"['tough-claws', 'sniper', 'pickpocket']","['rock', 'water']",42,52,67,39,56,50
Barbaracle,13,960,175,"['tough-claws', 'sniper', 'pickpocket']","['rock', 'water']",72,105,115,54,86,68
Skrelp,5,73,64,"['poison-point', 'poison-touch', 'adaptability']","['poison', 'water']",50,60,60,60,60,30
Dragalge,18,815,173,"['poison-point', 'poison-touch', 'adaptability']","['poison', 'dragon']",65,75,90,97,123,44
Clauncher,5,83,66,['mega-launcher'],['water'],50,53,62,58,63,44
Clawitzer,13,353,100,['mega-launcher'],['water'],71,73,88,120,89,59
Helioptile,5,60,58,"['dry-skin', 'sand-veil', 'solar-power']","['electric', 'normal']",44,38,33,61,43,70
Heliolisk,10,210,168,"['dry-skin', 'sand-veil', 'solar-power']","['electric', 'normal']",62,55,52,109,94,109
Tyrunt,8,260,72,"['strong-jaw', 'sturdy']","['rock', 'dragon']",58,89,77,45,45,48
Tyrantrum,25,2700,182,"['strong-jaw', 'rock-head']","['rock', 'dragon']",82,121,119,69,59,71
Amaura,13,252,72,"['refrigerate', 'snow-warning']","['rock', 'ice']",77,59,50,67,63,46
Aurorus,27,2250,104,"['refrigerate', 'snow-warning']","['rock', 'ice']",123,77,72,99,92,58
Sylveon,10,235,184,"['cute-charm', 'pixilate']",['fairy'],95,65,65,110,130,60
Hawlucha,8,215,175,"['limber', 'unburden', 'mold-breaker']","['fighting', 'flying']",78,92,75,74,63,118
Dedenne,2,22,151,"['cheek-pouch', 'pickup', 'plus']","['electric', 'fairy']",67,58,57,81,67,101
Carbink,3,57,100,"['clear-body', 'sturdy']","['rock', 'fairy']",50,50,150,50,150,50
Goomy,3,28,60,"['sap-sipper', 'hydration', 'gooey']",['dragon'],45,50,35,55,75,40
Sliggoo,8,175,158,"['sap-sipper', 'hydration', 'gooey']",['dragon'],68,75,53,83,113,60
Goodra,20,1505,270,"['sap-sipper', 'hydration', 'gooey']",['dragon'],90,100,70,110,150,80
Klefki,2,30,165,"['prankster', 'magician']","['steel', 'fairy']",57,80,91,80,87,75
Phantump,4,70,62,"['natural-cure', 'frisk', 'harvest']","['ghost', 'grass']",43,70,48,50,60,38
Trevenant,15,710,166,"['natural-cure', 'frisk', 'harvest']","['ghost', 'grass']",85,110,76,65,82,56
Pumpkaboo-Average,4,50,67,"['pickup', 'frisk', 'insomnia']","['ghost', 'grass']",49,66,70,44,55,51
Gourgeist-Average,9,125,173,"['pickup', 'frisk', 'insomnia']","['ghost', 'grass']",65,90,122,58,75,84
Bergmite,10,995,61,"['own-tempo', 'ice-body', 'sturdy']",['ice'],55,69,85,32,35,28
Avalugg,20,5050,180,"['own-tempo', 'ice-body', 'sturdy']",['ice'],95,117,184,44,46,28
Noibat,5,80,49,"['frisk', 'infiltrator', 'telepathy']","['flying', 'dragon']",40,30,35,45,40,55
Noivern,15,850,187,"['frisk', 'infiltrator', 'telepathy']","['flying', 'dragon']",85,70,80,97,80,123
Xerneas,30,2150,306,['fairy-aura'],['fairy'],126,131,95,131,98,99
Yveltal,58,2030,306,['dark-aura'],"['dark', 'flying']",126,131,95,131,98,99
Zygarde-50,50,3050,270,['aura-break'],"['dragon', 'ground']",108,100,121,81,95,95
Diancie,7,88,270,['clear-body'],"['rock', 'fairy']",50,100,150,100,150,50
Hoopa,5,90,270,['magician'],"['psychic', 'ghost']",80,110,60,150,130,70
Volcanion,17,1950,270,['water-absorb'],"['fire', 'water']",80,110,120,130,90,70
Rowlet,3,15,64,"['overgrow', 'long-reach']","['grass', 'flying']",68,55,55,50,50,42
Dartrix,7,160,147,"['overgrow', 'long-reach']","['grass', 'flying']",78,75,75,70,70,52
Decidueye,16,366,239,"['overgrow', 'long-reach']","['grass', 'ghost']",78,107,75,100,100,70
Litten,4,43,64,"['blaze', 'intimidate']",['fire'],45,65,40,60,40,70
Torracat,7,250,147,"['blaze', 'intimidate']",['fire'],65,85,50,80,50,90
Incineroar,18,830,239,"['blaze', 'intimidate']","['fire', 'dark']",95,115,90,80,90,60
Popplio,4,75,64,"['torrent', 'liquid-voice']",['water'],50,54,54,66,56,40
Brionne,6,175,147,"['torrent', 'liquid-voice']",['water'],60,69,69,91,81,50
Primarina,18,440,239,"['torrent', 'liquid-voice']","['water', 'fairy']",80,74,74,126,116,60
Pikipek,3,12,53,"['keen-eye', 'skill-link', 'pickup']","['normal', 'flying']",35,75,30,30,30,65
Trumbeak,6,148,124,"['keen-eye', 'skill-link', 'pickup']","['normal', 'flying']",55,85,50,40,50,75
Toucannon,11,260,218,"['keen-eye', 'skill-link', 'sheer-force']","['normal', 'flying']",80,120,75,75,75,60
Yungoos,4,60,51,"['stakeout', 'strong-jaw', 'adaptability']",['normal'],48,70,30,30,30,45
Gumshoos,7,142,146,"['stakeout', 'strong-jaw', 'adaptability']",['normal'],88,110,60,55,60,45
Grubbin,4,44,60,['swarm'],['bug'],47,62,45,55,45,46
Charjabug,5,105,140,['battery'],"['bug', 'electric']",57,82,95,55,75,36
Vikavolt,15,450,225,['levitate'],"['bug', 'electric']",77,70,90,145,75,43
Crabrawler,6,70,68,"['hyper-cutter', 'iron-fist', 'anger-point']",['fighting'],47,82,57,42,47,63
Crabominable,17,1800,167,"['hyper-cutter', 'iron-fist', 'anger-point']","['fighting', 'ice']",97,132,77,62,67,43
Oricorio-Baile,6,34,167,['dancer'],"['fire', 'flying']",75,70,70,98,70,93
Cutiefly,1,2,61,"['honey-gather', 'shield-dust', 'sweet-veil']","['bug', 'fairy']",40,45,40,55,40,84
Ribombee,2,5,162,"['honey-gather', 'shield-dust', 'sweet-veil']","['bug', 'fairy']",60,55,60,95,70,124
Rockruff,5,92,56,"['keen-eye', 'vital-spirit', 'steadfast']",['rock'],45,65,40,30,40,60
Lycanroc-Midday,8,250,170,"['keen-eye', 'sand-rush', 'steadfast']",['rock'],75,115,65,55,65,112
Wishiwashi-Solo,2,3,61,['schooling'],['water'],45,20,20,25,25,40
Mareanie,4,80,61,"['merciless', 'limber', 'regenerator']","['poison', 'water']",50,53,62,43,52,45
Toxapex,7,145,173,"['merciless', 'limber', 'regenerator']","['poison', 'water']",50,63,152,53,142,35
Mudbray,10,1100,77,"['own-tempo', 'stamina', 'inner-focus']",['ground'],70,100,70,45,55,45
Mudsdale,25,9200,175,"['own-tempo', 'stamina', 'inner-focus']",['ground'],100,125,100,55,85,35
Dewpider,3,40,54,"['water-bubble', 'water-absorb']","['water', 'bug']",38,40,52,40,72,27
Araquanid,18,820,159,"['water-bubble', 'water-absorb']","['water', 'bug']",68,70,92,50,132,42
Fomantis,3,15,50,"['leaf-guard', 'contrary']",['grass'],40,55,35,50,35,35
Lurantis,9,185,168,"['leaf-guard', 'contrary']",['grass'],70,105,90,80,90,45
Morelull,2,15,57,"['illuminate', 'effect-spore', 'rain-dish']","['grass', 'fairy']",40,35,55,65,75,15
Shiinotic,10,115,142,"['illuminate', 'effect-spore', 'rain-dish']","['grass', 'fairy']",60,45,80,90,100,30
Salandit,6,48,64,"['corrosion', 'oblivious']","['poison', 'fire']",48,44,40,71,40,77
Salazzle,12,222,168,"['corrosion', 'oblivious']","['poison', 'fire']",68,64,60,111,60,117
Stufful,5,68,68,"['fluffy', 'klutz', 'cute-charm']","['normal', 'fighting']",70,75,50,45,50,50
Bewear,21,1350,175,"['fluffy', 'klutz', 'unnerve']","['normal', 'fighting']",120,125,80,55,60,60
Bounsweet,3,32,42,"['leaf-guard', 'oblivious', 'sweet-veil']",['grass'],42,30,38,30,38,32
Steenee,7,82,102,"['leaf-guard', 'oblivious', 'sweet-veil']",['grass'],52,40,48,40,48,62
Tsareena,12,214,230,"['leaf-guard', 'queenly-majesty', 'sweet-veil']",['grass'],72,120,98,50,98,72
Comfey,1,3,170,"['flower-veil', 'triage', 'natural-cure']",['fairy'],51,52,90,82,110,100
Oranguru,15,760,172,"['inner-focus', 'telepathy', 'symbiosis']","['normal', 'psychic']",90,60,80,90,110,60
Passimian,20,828,172,"['receiver', 'defiant']",['fighting'],100,120,90,40,60,80
Wimpod,5,120,46,['wimp-out'],"['bug', 'water']",25,35,40,20,30,80
Golisopod,20,1080,186,['emergency-exit'],"['bug', 'water']",75,125,140,60,90,40
Sandygast,5,700,64,"['water-compaction', 'sand-veil']","['ghost', 'ground']",55,55,80,70,45,15
Palossand,13,2500,168,"['water-compaction', 'sand-veil']","['ghost', 'ground']",85,75,110,100,75,35
Pyukumuku,3,12,144,"['innards-out', 'unaware']",['water'],55,60,130,30,130,5
Type-Null,19,1205,107,['battle-armor'],['normal'],95,95,95,95,95,59
Silvally,23,1005,257,['rks-system'],['normal'],95,95,95,95,95,95
Minior-Red-Meteor,3,400,154,['shields-down'],"['rock', 'flying']",60,60,100,60,100,60
Komala,4,199,168,['comatose'],['normal'],65,115,65,75,95,65
Turtonator,20,2120,170,['shell-armor'],"['fire', 'dragon']",60,78,135,91,85,36
Togedemaru,3,33,152,"['iron-barbs', 'lightning-rod', 'sturdy']","['electric', 'steel']",65,98,63,40,73,96
Mimikyu-Disguised,2,7,167,['disguise'],"['ghost', 'fairy']",55,90,80,50,105,96
Bruxish,9,190,166,"['dazzling', 'strong-jaw', 'wonder-skin']","['water', 'psychic']",68,105,70,70,70,92
Drampa,30,1850,170,"['berserk', 'sap-sipper', 'cloud-nine']","['normal', 'dragon']",78,60,85,135,91,36
Dhelmise,39,2100,181,['steelworker'],"['ghost', 'grass']",70,131,100,86,90,40
Jangmo-O,6,297,60,"['bulletproof', 'soundproof', 'overcoat']",['dragon'],45,55,65,45,45,45
Hakamo-O,12,470,147,"['bulletproof', 'soundproof', 'overcoat']","['dragon', 'fighting']",55,75,90,65,70,65
Kommo-O,16,782,270,"['bulletproof', 'soundproof', 'overcoat']","['dragon', 'fighting']",75,110,125,100,105,85
Tapu-Koko,18,205,257,"['electric-surge', 'telepathy']","['electric', 'fairy']",70,115,85,95,75,130
Tapu-Lele,12,186,257,"['psychic-surge', 'telepathy']","['psychic', 'fairy']",70,85,75,130,115,95
Tapu-Bulu,19,455,257,"['grassy-surge', 'telepathy']","['grass', 'fairy']",70,130,115,85,95,75
Tapu-Fini,13,212,257,"['misty-surge', 'telepathy']","['water', 'fairy']",70,75,115,95,130,85
Cosmog,2,1,40,['unaware'],['psychic'],43,29,31,29,31,37
Cosmoem,1,9999,140,['sturdy'],['psychic'],43,29,131,29,131,37
Solgaleo,34,2300,306,['full-metal-body'],"['psychic', 'steel']",137,137,107,113,89,97
Lunala,40,1200,306,['shadow-shield'],"['psychic', 'ghost']",137,113,89,137,107,97
Nihilego,12,555,257,['beast-boost'],"['rock', 'poison']",109,53,47,127,131,103
Buzzwole,24,3336,257,['beast-boost'],"['bug', 'fighting']",107,139,139,53,53,79
Pheromosa,18,250,257,['beast-boost'],"['bug', 'fighting']",71,137,37,137,37,151
Xurkitree,38,1000,257,['beast-boost'],['electric'],83,89,71,173,71,83
Celesteela,92,9999,257,['beast-boost'],"['steel', 'flying']",97,101,103,107,101,61
Kartana,3,1,257,['beast-boost'],"['grass', 'steel']",59,181,131,59,31,109
Guzzlord,55,8880,257,['beast-boost'],"['dark', 'dragon']",223,101,53,97,53,43
Necrozma,24,2300,270,['prism-armor'],['psychic'],97,107,101,127,89,79
Magearna,10,805,270,['soul-heart'],"['steel', 'fairy']",80,95,115,130,115,65
Marshadow,7,222,270,['technician'],"['fighting', 'ghost']",90,125,80,90,90,125
Poipole,6,18,189,['beast-boost'],['poison'],67,73,67,73,67,73
Naganadel,36,1500,243,['beast-boost'],"['poison', 'dragon']",73,73,73,127,73,121
Stakataka,55,8200,257,['beast-boost'],"['rock', 'steel']",61,131,211,53,101,13
Blacephalon,18,130,257,['beast-boost'],"['fire', 'ghost']",53,127,53,151,79,107
Zeraora,15,445,270,['volt-absorb'],['electric'],88,112,75,102,80,143
Meltan,2,80,135,['magnet-pull'],['steel'],46,65,65,55,35,34
Melmetal,25,8000,270,['iron-fist'],['steel'],135,143,143,80,65,34
Grookey,3,50,62,"['overgrow', 'grassy-surge']",['grass'],50,65,50,40,40,65
Thwackey,7,140,147,"['overgrow', 'grassy-surge']",['grass'],70,85,70,55,60,80
Rillaboom,21,900,265,"['overgrow', 'grassy-surge']",['grass'],100,125,90,60,70,85
Scorbunny,3,45,62,"['blaze', 'libero']",['fire'],50,71,40,40,40,69
Raboot,6,90,147,"['blaze', 'libero']",['fire'],65,86,60,55,60,94
Cinderace,14,330,265,"['blaze', 'libero']",['fire'],80,116,75,65,75,119
Sobble,3,40,62,"['torrent', 'sniper']",['water'],50,40,40,70,40,70
Drizzile,7,115,147,"['torrent', 'sniper']",['water'],65,60,55,95,55,90
Inteleon,19,452,265,"['torrent', 'sniper']",['water'],70,85,65,125,65,120
Skwovet,3,25,55,"['cheek-pouch', 'gluttony']",['normal'],70,55,55,35,35,25
Greedent,6,60,161,"['cheek-pouch', 'gluttony']",['normal'],120,95,95,55,75,20
Rookidee,2,18,49,"['keen-eye', 'unnerve', 'big-pecks']",['flying'],38,47,35,33,35,57
Corvisquire,8,160,128,"['keen-eye', 'unnerve', 'big-pecks']",['flying'],68,67,55,43,55,77
Corviknight,22,750,248,"['pressure', 'unnerve', 'mirror-armor']","['flying', 'steel']",98,87,105,53,85,67
Blipbug,4,80,36,"['swarm', 'compound-eyes', 'telepathy']",['bug'],25,20,20,25,45,45
Dottler,4,195,117,"['swarm', 'compound-eyes', 'telepathy']","['bug', 'psychic']",50,35,80,50,90,30
Orbeetle,4,408,253,"['swarm', 'frisk', 'telepathy']","['bug', 'psychic']",60,45,110,80,120,90
Nickit,6,89,49,"['run-away', 'unburden', 'stakeout']",['dark'],40,28,28,47,52,50
Thievul,12,199,159,"['run-away', 'unburden', 'stakeout']",['dark'],70,58,58,87,92,90
Gossifleur,4,22,50,"['cotton-down', 'regenerator', 'effect-spore']",['grass'],40,40,60,40,60,10
Eldegoss,5,25,161,"['cotton-down', 'regenerator', 'effect-spore']",['grass'],60,50,90,80,120,60
Wooloo,6,60,122,"['fluffy', 'run-away', 'bulletproof']",['normal'],42,40,55,40,45,48
Dubwool,13,430,172,"['fluffy', 'steadfast', 'bulletproof']",['normal'],72,80,100,60,90,88
Chewtle,3,85,57,"['strong-jaw', 'shell-armor', 'swift-swim']",['water'],50,64,50,38,38,44
Drednaw,10,1155,170,"['strong-jaw', 'shell-armor', 'swift-swim']","['water', 'rock']",90,115,90,48,68,74
Yamper,3,135,54,"['ball-fetch', 'rattled']",['electric'],59,45,50,40,50,26
Boltund,10,340,172,"['strong-jaw', 'competitive']",['electric'],69,90,60,90,60,121
Rolycoly,3,120,48,"['steam-engine', 'heatproof', 'flash-fire']",['rock'],30,40,50,40,50,30
