name,alternate_names,actor,species,gender,house,dateOfBirth,yearOfBirth,wizard,ancestry,eyeColour,hairColour,wand_wood,wand_core,wand_length,patronus,hogwartsStudent,hogwartsStaff,actor,alive
Archie Aymslowe,[],,human,male,,,,True,,,,,,,,False,False,,True
Cuthbert Mockridge,[],,human,male,,,,True,,,,,,,,False,False,,True
Gilbert Wimple,[],,human,male,,,,True,,,,,,,,False,False,,True
Arnold Peasegood,[],,human,male,,,,True,,,,,,,,False,False,,True
Broderick Bode,[],,human,male,,,,True,,,,,,,,False,False,,False
Saul Croaker,[],,human,male,,,,True,,,,,,,,False,False,,True
Ali Bashir,[],,human,male,,,,True,,,,,,,,False,False,,True
Victor Krum,[],Stanislav Ianevski,human,male,,,,True,,dark,dark,,,,,False,False,Stanislav Ianevski,True
Winky,[],,house-elf,female,,,,False,,,,,,,,False,False,,True
Narcissa Malfoy,['Cissy'],Helen McCrory,human,female,,,,True,pure-blood,blue,blonde,,,,,False,False,Helen McCrory,True
Vasily Dimitrov,[],,human,male,,,,True,,,,,,,,False,False,,True
Clara Ivanova,[],,human,female,,,,True,,,,,,,,False,False,,True
Lev Zograf,[],,human,male,,,,True,,,,,,,,False,False,,True
Alexei Levski,[],,human,male,,,,True,,,,,,,,False,False,,True
Pyotr Vulchanov,[],,human,male,,,,True,,,,,,,,False,False,,True
Ivan Volkov,[],,human,male,,,,True,,,,,,,,False,False,,True
Connolly,[],,human,male,,,,True,,,,,,,,False,False,,True
Barry Ryan,[],,human,male,,,,True,,,,,,,,False,False,,True
Troy,[],,human,male,,,,True,,,,,,,,False,False,,True
Mullet,[],,human,female,,,,True,,,,,,,,False,False,,True
Moran,[],,human,female,,,,True,,,,,,,,False,False,,True
Quigley,[],,human,male,,,,True,,,,,,,,False,False,,True
Aidan Lynch,[],,human,male,,,,True,,,,,,,,False,False,,True
Hassan Mostafa,[],,human,male,,,,True,,,,,,,,False,False,,True
Dennis Creevey,[],,human,male,,,,True,muggleborn,,brown,,,,,True,False,,True
Aurora Sinistra,['Professor Sinistra'],,human,female,,,,True,,,,,,,,False,True,,True
Stewart Ackerley,[],,human,male,Ravenclaw,,,True,,,,,,,,True,False,,True
Malcolm Baddock,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Eleanor Branstone,[],,human,female,Hufflepuff,,,True,,,,,,,,True,False,,True
Owen Cauldwell,[],,human,male,Hufflepuff,,,True,,,,,,,,True,False,,True
Emma Dobbs,[],,human,female,,,,True,,,,,,,,True,False,,True
Laura Madley,[],,human,female,Hufflepuff,,,True,,,,,,,,True,False,,True
Natalie McDonald,[],,human,female,Gryffindor,,,True,,,,,,,,True,False,,True
Graham Pritchard,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Orla Quirke,[],,human,female,Ravenclaw,,,True,,,,,,,,True,False,,True
Kevin Whitby,[],,human,male,Hufflepuff,,,True,,,,,,,,True,False,,True
Eloise Midgen,[],Samantha Clinch,human,female,Gryffindor,,,True,,,,,,,,True,False,Samantha Clinch,True
Alastor Moody,"['Professor Moody', 'Mad-Eye']",Brendan Gleeson,human,male,,,,True,pure-blood,dark,grey,,,,,False,True,Brendan Gleeson,False
Madame Maxime,['Olympe Maxime'],Frances de la Tour,half-giant,female,,,,True,,,,,,,,False,False,Frances de la Tour,True
Igor Karkaroff,[],Predrag Bjelac,human,male,,,,True,,blue,silver,,,,,False,False,Predrag Bjelac,False
Poliakoff,[],,human,male,,,,True,,,,,,,,False,False,,True
Fawcett,[],Alex Argenti,human,female,Ravenclaw,,,True,,,,,,,,True,False,Alex Argenti,True
Summers,[],,human,male,Hufflepuff,,,True,,,,,,,,True,False,,True
Fleur Delacour,[],Clémence Poésy,human,female,,,,True,,blue,blonde,,,,,False,False,Clémence Poésy,True
Gregorovic,['Mykew Gregorovitch'],Rade Šerbedžija,human,male,,,,True,,,white,,,,,False,False,Rade Šerbedžija,False
Rita Skeeter,[],Miranda Richardson,human,female,,,,True,,,blonde,,,,,False,False,Miranda Richardson,True
Stebbins,[],,human,male,Ravenclaw,,,True,,,,,,,,True,False,,True
Wilhelmina Grubbly-Plank,['Professor Grubbly-Plank'],Apple Brook,human,female,,,,True,,,grey,,,,,False,True,Apple Brook,True
Bozo,[],Peter O'Farrell,human,male,,,,True,,,,,,,,False,False,Peter O'Farrell,True
Evan Rosier,[],,human,male,Slytherin,,,True,,,,,,,,False,False,,False
Wilkes,[],,human,male,Slytherin,,,True,,,,,,,,False,False,,False
Avery,[],Richard Rosson,human,male,Slytherin,,,True,,,,,,,,False,False,Richard Rosson,True
Antonin Dolohov,[],Arben Bajraktaraj,human,male,,,,True,,,dark,,,,,False,False,Arben Bajraktaraj,True
Travers,[],Tav MacDougall,human,male,,,,True,,,grey,,,,,False,False,Tav MacDougall,True
Marlene McKinnon,[],,human,female,,,,True,,,,,,,,False,False,,False
Mulciber,[],,human,male,Slytherin,,,True,,,,,,,,False,False,,True
Augustus Rookwood,[],Richard Trinder,human,male,,,,True,,,,,,,,False,False,Richard Trinder,True
Frank Longbottom,[],James Payton,human,male,,,,True,pure-blood,,,,,,,False,False,James Payton,True
Alice Longbottom,[],Lisa Wood,human,female,,,,True,pure-blood,,white,,,,,False,False,Lisa Wood,True
Augusta Longbottom,[],Leila Hoffman,human,female,,,,True,pure-blood,,,,,,,False,False,Leila Hoffman,True
Violet,[],,human,female,,,,True,,,,,,,,False,False,,False
Apollyon Pringle,[],,human,male,,,,True,,,,,,,,False,False,,True
Ogg,[],,human,male,,,,True,,,,,,,,False,False,,True
Mafalda Hopkirk,[],Jessica Hynes,human,female,,,,True,,hazel,grey,,,,,False,False,Jessica Hynes,True
Nymphadora Tonks,"['Dora', 'Nymphadora Lupin']",Natalia Tena,human,female,Hufflepuff,,,True,,,brown,,,,,False,False,Natalia Tena,False
Elphias Doge,[],Peter Cartwright,human,male,,,,True,pure-blood,blue,silver,,,,,False,False,Peter Cartwright,True
Dedalus Diggle,[],David Brett,human,male,,,,True,,,,,,,,False,False,David Brett,True
Sturgis Podmore,[],,human,male,,,,True,,,blond,,,,,False,False,,True
Hestia Jones,[],,human,female,,,,True,,,black,,,,,False,False,,True
Ragnok,[],,goblin,male,,,,False,,,,,,,,False,False,,True
Alphard Black,[],,human,male,Slytherin,,,True,pure-blood,,,,,,,False,False,,False
Regulus Black,['Regulus Arcturus Black'],Tom Moorcroft,human,male,Slytherin,,,True,pure-blood,,black,,,,,False,False,Tom Moorcroft,False
Phineas Nigelus Black,['Professor Phineas Nigellus Black'],John Atterbury,human,male,Slytherin,,,True,pure-blood,,,,,,,False,False,John Atterbury,False
Araminta Meliflua Black,[],,human,female,Slytherin,,,True,,,,,,,,False,False,,False
Elladora Black,[],,human,female,,,,True,pure-blood,,,,,,,False,False,,False
Mrs Black,['Walburga Black'],,human,female,,,,True,pure-blood,brown,brown,,,,,False,False,,False
Andromeda Tonks,[],,human,female,Slytherin,,,True,pure-blood,,brown,,,,,False,False,,True
Ted Tonks,['Edward'],,human,female,,,,True,muggleborn,,blond,,,,,False,False,,False
Rodolphus Lestrange,[],,human,male,Slytherin,,,True,pure-blood,,,,,,,False,False,,True
Rabastan Lestrange,[],,human,male,Slytherin,,,True,pure-blood,,,,,,,False,False,,True
Eric Munch,['Eric'],,human,male,,,,True,,,,,,,,False,False,,True
Bob,[],Nicholas Blane,human,male,,,,True,,,,,,,,False,False,Nicholas Blane,True
Bengie Fenwick,[],,human,male,,,,True,,,,,,,,False,False,,False
Edgar Bones,[],Cliff Lanning,human,male,,,,True,,,,,,,,False,False,Cliff Lanning,False
Amelia Bones,[],Sian Thomas,human,female,,,,True,,,grey,,,,,False,False,Sian Thomas,True
Caradoc Dearborn,[],,human,male,,,,True,,,,,,,,False,False,,False
Gideon Prewett,[],,human,male,,,,True,pure-blood,,,,,,,False,False,,False
Fabian Prewett,[],,human,male,,,,True,pure-blood,,,,,,,False,False,,False
Aberforth Dumbledore,[],Jim McManus,human,male,Gryffindor,,,True,half-blood,blue,,,,,goat,False,False,Jim McManus,True
Dorcas Meadowes,[],,human,female,,,,True,,,,,,,,False,False,,False
Algie Longbottom,[],,human,male,,,,True,,,,,,,,False,False,,True
Anthony Goldstein,[],,human,male,Ravenclaw,,,True,,,,,,,,True,False,,True
Doris Purkiss,[],,human,male,,,,True,,,,,,,,False,False,,True
Euan Abercrombie,[],,human,male,Gryffindor,,,True,,,,,,,,True,False,,True
Rose Zeller,[],,human,female,Hufflepuff,,,True,,,,,,,,True,False,,True
Patricia Stimpson,[],,human,female,,,,True,,,,,,,,True,False,,True
Kenneth Towler,[],,human,male,Gryffindor,,,True,,,,,,,,True,False,,True
Vicky Frobisher,[],,human,female,Gryffindor,,,True,,,,,,,,True,False,,True
Geoffrey Hooper,[],,human,male,Gryffindor,,,True,,,,,,,,True,False,,True
Cassandra Trelawney,[],,human,female,,,,True,,,,,,,,False,False,,False
Michael Corner,[],Ryan Nelson,human,male,Ravenclaw,,,True,,,,,,,,True,False,Ryan Nelson,True
Zacharias Smith,[],Nick Shirm,human,male,Ravenclaw,,,True,,,blond,,,,,True,False,Nick Shirm,True
Barnabas the Barmy,[],,human,male,,,,True,,,,,,,,True,False,,False
Karkus,[],,giant,male,,,,False,,,,,,,,False,False,,False
Golgomath,[],,giant,male,,,,False,,,,,,,,False,False,,True
Fridwulfa,[],,giant,female,,,,False,,,,,,,,False,False,,False
Andrew Kirke,[],,human,male,Gryffindor,,,True,,,,,,,,True,False,,True
Jack Sloper,[],,human,male,Gryffindor,,,True,,,,,,,,True,False,,True
Everard,['Professor Everard'],Sam Beazley,human,male,,,,True,,,black,,,,,False,False,Sam Beazley,False
Dilys Derwent,['Professor Dilys Derwent'],,human,female,,,,True,,,silver,,,,,False,False,,False
Hippocrates Smethwyck,[],,human,male,,,,True,,,,,,,,False,False,,True
Augustus Pye,[],,human,male,,,,True,,,,,,,,False,False,,True
Urquhart Rackharrow,[],,human,male,,,,True,,,,,,,,False,False,,False
Willy Widdershins,[],,human,male,,,,True,,,,,,,,False,False,,True
Agnes,[],,human,female,,,,True,,,,,,,,False,False,,True
Miriam Strout,[],,human,female,,,,True,,,,,,,,False,False,,True
Madam Puddifoot,[],,human,female,,,,True,,,black,,,,,False,False,,True
Summerby,[],,human,male,Hufflepuff,,,True,,,,,,,,True,False,,True
Marietta Edgecombe,[],,human,female,Ravenclaw,,,True,,,blonde,,,,,True,False,,True
Madam Edgecombe,[],,human,female,,,,True,,,,,,,,False,False,,True
John Dawlish,[],Richard Leaf,human,male,,,,True,,,grey,,,,,False,False,Richard Leaf,True
Williamson,[],,human,male,,,,True,,,,,,,,False,False,,True
Bradley,[],,human,male,Ravenclaw,,,True,,,,,,,,True,False,,True
Roger Davies,[],Henry Lloyd-Hughes,human,male,Ravenclaw,,,True,,,,,,,,True,False,Henry Lloyd-Hughes,True
Grawp,[],Tony Maudsley,giant,male,,,,False,,green,brown,,,,,False,False,Tony Maudsley,True
Griselda Marchbanks,['Madam Professor Griselda Marchbanks'],,human,female,,,,True,,,,,,,,False,False,,True
Eddie Carmichael,[],,human,male,Ravenclaw,,,True,,,,,,,,True,False,,True
Daphne Greengrass,[],,human,female,Slytherin,,,True,pure-blood,,,,,,,True,False,,True
Tofty,['Professor Tofty'],,human,male,,,,True,,brown,grey,,,,,False,False,,True
Tiberius Ogden,[],,human,male,,,,True,,,,,,,,False,False,,True
Pierre Bonaccord,[],,human,male,,,,True,,,,,,,,False,False,,True
Stubby Boardman,['Sirius Black'],,human,male,,,,True,,,,,,,,False,False,,True
Magorian,[],Michael Wildman,centaur,male,,,,True,,,black,,,,,False,False,Michael Wildman,True
Emmeline Vance,[],Brigitte Millar,human,female,,,,True,,,,,,,,False,False,Brigitte Millar,False
Herbert Chorley,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
The British Prime Minister,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Ulick Gamp,[],,human,male,,,,True,,yellow,silver,,,,,False,False,,False
Rufus Scrimgeour,[],Bill Nighy,human,male,,,,True,,yellowish,tawny,,,,,False,False,Bill Nighy,False
Corban Yaxley,[],Peter Mullan,human,male,,,,True,,blue,blond,,,,,False,False,Peter Mullan,True
Fenrir Greyback,[],Dave Legeno,werewolf,male,,,,True,,,grey,,,,,False,False,Dave Legeno,True
Dirk Cresswell,[],,human,male,,,,True,muggleborn,,,,,,,False,False,,False
Barnabas Cuffe,[],Roger C. Bailey,human,male,,,,True,,,,,,,,False,False,Roger C. Bailey,True
Ambrosius Flume,[],,human,male,,,,True,,,bald,,,,,False,False,,True
Gwenog Jones,[],,human,female,,,,True,,brown,brown,,,,,False,False,,True
Arkie Philpott,[],,human,male,,,,True,,,,,,,,False,False,,True
Verity,[],,human,female,,,,True,,,blonde,,,,,False,False,,True
Arnold,[],,pygmy puff,male,,,,False,,,purple,,,,,False,False,,True
Romilda Vane,[],Anna Shaffer,human,female,Gryffindor,,,True,,dark,black,,,,,True,False,Anna Shaffer,True
Cormac McLaggen,[],Freddie Stroma,human,male,Gryffindor,,,True,,,,,,,,True,False,Freddie Stroma,True
Marcus Belby,[],Robert Knox,human,male,Ravenclaw,,,True,,,,,,,,True,False,Robert Knox,True
Damocles Belby,[],,human,male,,,,True,,,,,,,,False,False,,False
Tiberius,[],,human,male,,,,True,,,,,,,,True,False,,False
Bertie Higgs,[],,human,male,,,,True,,,,,,,,False,False,,False
Proudfoot,[],,human,male,,,,True,,,,,,,,False,False,,True
Savage,[],,human,male,,,,True,,,,,,,,False,False,,True
Humphrey Belcher,[],,human,male,,,,True,,,,,,,,False,False,,True
Bob Ogden,[],,human,male,,,,True,,,,,,,,False,False,,False
Morfin Gaunt,[],,human,male,,,,True,pure-blood,dark,,,,,,False,False,,False
Marvolo Gaunt,[],,human,male,,,,True,pure-blood,brown,grey,,,,,False,False,,False
Merope Gaunt,['Merope Riddle'],,human,female,,,,True,pure-blood,,dull,,,,,False,False,,False
Cecilia,[],,human,female,,,,False,muggle,,,,,,,False,False,,False
Tom Riddle,['Tom Riddle Senior'],,human,male,,,,False,muggle,,dark,,,,,False,False,,False
Demelza Robins,[],Katy Huxley-Golden,human,female,Gryffindor,,,True,,,,,,,,True,False,Katy Huxley-Golden,True
Jimmy Peakes,[],,human,male,Gryffindor,,,True,,,,,,,,True,False,,True
Ritchie Coote,[],Ashley Virgil,human,male,Gryffindor,,,True,,,,,,,,True,False,Ashley Virgil,True
Melinda Bobbin,[],,human,female,,,,True,,,,,,,,True,False,,True
Leanne,[],Isabella Laughland,human,female,Hufflepuff,,,True,,,,,,,,True,False,Isabella Laughland,True
Caractacus Burke,[],,human,male,,,,True,,,,,,,,False,False,,False
Billy Stubbs,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Amy Benson,[],,human,female,,,,False,muggle,,,,,,,False,False,,True
Dennis Bishop,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Mrs Cole,[],Amelda Brown,human,female,,,,False,muggle,,,,,,,False,False,Amelda Brown,True
Eric Whalley,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Vaisey,[],,human,male,Slytherin,,,True,,,dark,,,,,True,False,,True
Harper,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Urquhart,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Eldred Worple,[],Paul Ritter,human,male,,,,True,,,,,,,,False,False,Paul Ritter,True
Sanguini,[],Charlie Bennison,vampire,male,,,,True,,,dark,,,,,False,False,Charlie Bennison,True
Gawain Robards,[],,human,male,,,,True,,,,,,,,False,False,,True
Fergus,[],,human,male,,,,True,,,,,,,,False,False,,True
Wilkie Twycross,[],,human,male,,,,True,,,,,,,,False,False,,True
Cadwallader,[],,human,male,Hufflepuff,,,True,,,,,,,,True,False,,True
Galatea Merrythought,[],,human,female,,,,True,,,,,,,,False,True,,False
Hepzibah Smith,[],,human,female,,,,True,,,,,,,,False,False,,False
Hokey,[],,house-elf,female,,,,False,,,,,,,,False,False,,False
Octavius Pepper,[],,human,male,,,,False,,,,,,,,False,False,,False
Bertram Aubrey,[],,human,male,,,,False,,,,,,,,False,False,,False
Eileen Prince,[],,human,female,,,,False,pure-blood,,,,,,,False,False,,False
Amycus Carrow,[],Ralph Ineson,human,male,Slytherin,,,True,,,,,,,,False,False,Ralph Ineson,True
Alecto Carrow,[],Suzie Toase,human,female,Slytherin,,,True,,,,,,,,False,False,Suzie Toase,True
Gibbon,[],,human,male,,,,True,,,,,,,,False,False,,False
Tobias Snape,[],,human,male,,,,False,,,,,,,,False,False,,True
Pius Thicknesse,[],Guy Henry,human,male,,,,True,,,black,,,,,False,False,Guy Henry,True
Wakanda,[],Harriet Thorpe,human,female,,,,True,,,blonde,,,,,False,False,Harriet Thorpe,True
Charity Burbage,[],Carolyn Pickles,human,female,,,,True,,,,,,,,False,True,Carolyn Pickles,False
Percival Dumbledore,[],,human,male,,,,True,,,,,,,,False,False,,False
Kendra Dumbledore,[],,human,female,,,,True,muggleborn,dark,black,,,,,False,False,,False
Ariana Dumbledore,[],Hebe Beardsall,human,female,,,,True,half-blood,,,,,,,False,False,Hebe Beardsall,False
Betty Braithwaite,[],,human,female,,,,True,,,,,,,,False,False,,True
Apolline Delacour,[],,half-human,female,,,,True,half-veela,,blonde,,,,,False,False,,True
Gabrielle Delacour,[],Angelica Mandy,human,female,,,,True,quarter-veela,,blonde,,,,,False,False,Angelica Mandy,True
Monsieur Delacour,[],,human,male,,,,True,,,black,,,,,False,False,,True
Dragomir Gorgovitch,[],,human,male,,,,True,,,,,,,,False,False,,True
Xenophilius Lovegood,[],Rhys Ifans,human,male,Ravenclaw,,,True,,,white,,,,,False,False,Rhys Ifans,True
Pandora Lovegood,[],,human,female,Ravenclaw,,,True,,,,,,,,False,False,,False
Muriel,"['Aunt Muriel', 'Auntie Muriel']",Matyelok Gibbs,human,female,,,,True,,,grey,,,,,False,False,Matyelok Gibbs,True
Bilius,['Uncle Bilius'],,human,male,,,,True,,,,,,,,False,False,,False
Thorfinn Rowle,[],Rod Hunt,human,male,,,,True,,,blond,,,,,False,False,Rod Hunt,True
Reg Cattermole,['Reginald Cattermole'],Steffan Rhodri,human,male,,,,True,,,,,,,,False,False,Steffan Rhodri,True
Albert Runcorn,[],David O'Hara,human,male,,,,True,,,black,,,,,False,False,David O'Hara,True
Arkie Alderton,[],,human,male,,,,True,,,,,,,,False,False,,True
Mary Cattermole,['Mary Elizabeth Cattermole'],Kate Fleetwood,human,female,,,,True,muggleborn,,,,,,,False,False,Kate Fleetwood,True
Maisie Cattermole,[],,human,female,,,,True,,,,,,,,False,False,,True
Ellie Cattermole,[],,human,female,,,,True,,,,,,,,False,False,,True
Alfred Cattermole,[],,human,male,,,,True,,,,,,,,False,False,,True
Gornuk,[],,goblin,male,,,,False,,,,,,,,False,False,,False
Bowman Wright,[],,human,male,,,,True,,,,,,,,False,False,,False
Ivor Dillonsby,[],,human,male,,,,True,,,,,,,,False,False,,True
Enid Smeek,[],,human,female,,,,True,,,,,,,,False,False,,True
Egbert the Egregious,[],,human,male,,,,True,,,,,,,,False,False,,False
Godelot,[],,human,male,,,,True,,,,,,,,False,False,,False
Hereward,[],,human,male,,,,True,,,,,,,,False,False,,False
Loxias,[],,human,male,,,,True,,,,,,,,False,False,,False
Barnabas Deverill,[],,human,male,,,,True,,,,,,,,False,False,,False
Arcus,[],,human,male,,,,True,,,,,,,,False,False,,False
Livius,[],,human,male,,,,True,,,,,,,,False,False,,False
Antioch Peverell,['First Brother'],,human,male,,,,True,pure-blood,,,,,,,False,False,,False
Cadmus Peverell,['Second Brother'],,human,male,,,,True,pure-blood,,,,,,,False,False,,False
Ignotus Peverell,['Third Brother'],,human,male,,,,True,pure-blood,,,,,,,False,False,,False
Selwyn,[],,human,male,,,,True,pure-blood,,,,,,,False,False,,True
Scabior,[],Nick Moran,human,male,Slytherin,,,True,,,,,,,,False,False,Nick Moran,True
Ragnuk the First,['King Ragnuk the First'],,goblin,male,,,,False,,,,,,,,False,False,,False
Ted Lupin,['Edward Remus Teddy Lupin'],Luke Newberry,human,male,Hufflepuff,,,True,half-blood,,,,,,,False,False,Luke Newberry,True
Marius,[],,human,male,,,,True,,,,,,,,False,False,,True
Bogrod,[],Jon Key,goblin,male,,,,False,,black,white,,,,,False,False,Jon Key,True
The Grey Lady,['Helena Ravenclaw'],Nina Young,ghost,female,,,,True,,,,,,,,False,False,Nina Young,False
Dexter Fortescue,['Professor Dexter Fortescue'],,human,male,,,,True,,,,,,,,False,False,,False
Lily Potter,['Lily Luna Potter'],Daphne de Beistegui,human,female,Gryffindor,,,True,half-blood,,red,,,,,False,False,Daphne de Beistegui,True
James Potter,['James Sirius Potter'],Will Dunn,human,male,Gryffindor,,,True,half-blood,,,,,,,True,False,Will Dunn,True
Albus Severus Potter,['Al'],Arthur Bowen,human,male,Slytherin,,,True,half-blood,green,black,,,,,True,False,Arthur Bowen,True
Rose Weasley,[],Helena Barlow,human,female,Gryffindor,,,True,half-blood,,red,,,,,True,False,Helena Barlow,True
Hugo Weasley,[],Ryan Turner,human,male,,,,True,half-blood,,brown,,,,,True,False,Ryan Turner,True
Scorpius Malfoy,['Scorpius Hyperion Malfoy'],Bertie Gilbert,human,male,Slytherin,,,True,pure-blood,grey,blond,,,,,True,False,Bertie Gilbert,True
Victoire Weasley,[],,human,female,,,,True,,,blonde,,,,,True,False,,True
Harry Potter,"['The Boy Who Lived', 'The Chosen One', 'Undesirable No. 1', 'Potty']",Daniel Radcliffe,human,male,Gryffindor,31-07-1980,1980.0,True,half-blood,green,black,holly,phoenix tail feather,11.0,stag,True,False,Daniel Radcliffe,True
Hermione Granger,"['Hermy', 'Know-it-all', 'Miss Grant', 'Herm-own-ninny']",Emma Watson,human,female,Gryffindor,19-09-1979,1979.0,True,muggleborn,brown,brown,vine,dragon heartstring,10.75,otter,True,False,Emma Watson,True
Ron Weasley,"['Dragomir Despard', 'Ronald', 'Ickle Ronniekins', 'Ronnie', 'Wheezy', 'Won-Won', 'Roonil Wazlib']",Rupert Grint,human,male,Gryffindor,01-03-1980,1980.0,True,pure-blood,blue,red,willow,unicorn tail hair,14.0,Jack Russell terrier,True,False,Rupert Grint,True
Draco Malfoy,[],Tom Felton,human,male,Slytherin,05-06-1980,1980.0,True,pure-blood,grey,blonde,hawthorn,unicorn tail hair,10.0,,True,False,Tom Felton,True
Minerva McGonagall,[],Dame Maggie Smith,human,female,Gryffindor,04-10-1925,1925.0,True,half-blood,,black,fir,dragon heartstring,9.5,tabby cat,False,True,Dame Maggie Smith,True
Cedric Diggory,[],Robert Pattinson,human,male,Hufflepuff,,1977.0,True,,grey,brown,ash,unicorn hair,12.25,,True,False,Robert Pattinson,False
Cho Chang,[],Katie Leung,human,female,Ravenclaw,07-04-1979,1979.0,True,,brown,black,,,,swan,True,False,Katie Leung,True
Severus Snape,"['Half-Blood Prince', 'Snivellus', 'Sev']",Alan Rickman,human,male,Slytherin,09-01-1960,1960.0,True,half-blood,black,black,,,,doe,False,True,Alan Rickman,False
Rubeus Hagrid,"['Professor Hagrid', 'Hagger']",Robbie Coltrane,half-giant,male,Gryffindor,06-12-1928,1928.0,True,half-blood,black,black,oak,,16.0,,False,True,Robbie Coltrane,True
Neville Longbottom,[],Matthew Lewis,human,male,Gryffindor,30-07-1980,1980.0,True,pure-blood,,blonde,cherry,unicorn tail hair,13.0,Non-Corporeal,True,False,Matthew Lewis,True
Luna Lovegood,['Loony Lovegood'],Evanna Lynch,human,female,Ravenclaw,13-02-1981,1981.0,True,,silver,blonde,,,,hare,True,False,Evanna Lynch,True
Ginny Weasley,[],Bonnie Wright,human,female,Gryffindor,11-08-1981,1981.0,True,pure-blood,brown,red,yew,,,horse,True,False,Bonnie Wright,True
Sirius Black,"['Padfoot', 'Snuffles']",Gary Oldman,human,male,Gryffindor,03-11-1959,1959.0,True,pure-blood,grey,black,,,,hare,False,False,Gary Oldman,False
Remus Lupin,"['Professor Lupin', 'Moony', 'Remus John Lupin']",David Thewlis,werewolf,male,Gryffindor,10-03-1960,1960.0,True,half-blood,green,brown,cypress,unicorn tail hair,10.25,wolf,False,True,David Thewlis,False
Arthur Weasley,[],Mark Williams,human,male,Gryffindor,06-02-1950,1950.0,True,pure-blood,blue,red,,,,weasel,False,False,Mark Williams,True
Bellatrix Lestrange,['Bella'],Helena Bonham Carter,human,female,Slytherin,,1951.0,True,pure-blood,brown,black,walnut,dragon heartstring,12.75,,False,False,Helena Bonham Carter,False
Lord Voldemort,"['Tom Riddle', 'Tom Marvolo Riddle', 'You-Know-Who', 'He Who Must Not Be Named', 'the Dark Lord', 'the Heir of Slytherin']",Ralph Fiennes,human,male,Slytherin,31-12-1926,1926.0,True,half-blood,Scarlet,bald,yew,phoenix tail feather,13.5,,False,False,Ralph Fiennes,False
Horace Slughorn,[],Jim Broadbent,human,male,Slytherin,,,True,pure-blood,green,blonde,cedar,dragon heartstring,10.25,,False,True,Jim Broadbent,True
Kingsley Shacklebolt,[],George Harris,human,male,,,,True,pure-blood,brown,brown,,,,lynx,False,False,George Harris,True
Dolores Umbridge,[],Imelda Staunton,human,female,Slytherin,,,True,half-blood,brown,grey,birch,dragon heartstring,8.0,persian cat,False,True,Imelda Staunton,True
Lucius Malfoy,[],Jason Isaacs,human,male,Slytherin,,1954.0,True,pure-blood,grey,blonde,elm,dragon heartstring,18.0,,False,False,Jason Isaacs,True
Vincent Crabbe,[],Jamie Waylett,human,male,Slytherin,,,True,pure-blood,black,black,,,,,True,False,Jamie Waylett,False
Mr Crabbe,[],Paschal Friel,human,male,,,,True,pure-blood,,,,,,,False,False,Paschal Friel,False
Gregory Goyle,[],Josh Herdman,human,male,Slytherin,,,True,pure-blood,,brown,,,,,True,False,Josh Herdman,True
Mr Goyle,[],Alex Palmer,human,male,,,,True,pure-blood,,,,,,,True,False,Alex Palmer,True
Mrs Norris,[],"Maxime, Alanis and Tommy the cats",cat,female,,,,False,,yellow,brown,,,,,False,True,"Maxime, Alanis and Tommy the cats",True
Argus Filch,[],David Bradley,human,male,,,,False,squib,,grey,,,,,False,True,David Bradley,True
Vernon Dursley,[],Richard Griffiths,human,male,,,,False,muggle,,,,,,,False,False,Richard Griffiths,True
Petunia Dursley,[],Fiona Shaw,human,female,,,,False,muggle,,blonde,,,,,False,False,Fiona Shaw,True
Dudley Dursley,[],Harry Melling,human,male,,23-6-1980,1980.0,False,muggle,blue,blond,,,,,False,False,Harry Melling,True
Boa constrictor,['A Brazilian Boa Constrictor'],,snake,,,,,False,,beady,,,,,,False,False,,True
Lily Potter,[],Geraldine Somerville,human,female,Gryffindor,30-01-1960,1960.0,True,muggleborn,green,,willow,,10.25,,False,False,Geraldine Somerville,False
James Potter,['Prongs'],Adrian Rawlins,human,male,Gryffindor,27-03-1960,1960.0,True,pure-blood,,black,mahogany,,11.0,stag,False,False,Adrian Rawlins,False
Albus Dumbledore,['Professor Dumbledore'],Richard Harris,human,male,Gryffindor,,1881.0,True,half-blood,blue,silver,,,,Phoenix,False,True,Richard Harris,False
Fawkes,[],,phoenix,male,,,,False,,black,red,,,,,False,False,,True
Madam Pomfrey,['Poppy Pomfrey'],Gemma Jones,human,female,,,,True,,,,,,,,False,True,Gemma Jones,True
Mrs Figg,['Arabella Doreen Figg'],Kathryn Hunter,human,female,,,,False,squib,,,,,,,False,False,Kathryn Hunter,True
Marge Dursley,"['Marjorie Eileen Dursley', 'Aunt Marge', 'Auntie Marge', 'Margie']",Pam Ferris,human,female,,,,False,muggle,,,,,,,False,False,Pam Ferris,True
Ripper,[],,dog,male,,,,False,,black,,,,,,False,False,,True
Yvonne,[],,human,female,,,,False,muggle,,,,,,,False,False,,True
